58678§2.7542787§Chromosome(steinerPoints=[(0.31795895, 0.26166248), (0.70569754, 0.24451405), (0.3239377, 0.6552266), (0.64902925, 0.74398553), (0.32146603, 0.34527233), (0.32723436, 0.7455226), (0.4835149, 0.5434478), (0.7040019, 0.34233436), (0.4783628, 0.4556897), (0.7136199, 0.7429818), (0.6557491, 0.7352598)], includedObstacleCornersIndices=set([]))§4.8717337
71541§2.7528489§Chromosome(steinerPoints=[(0.27044687, 0.7461109), (0.7423063, 0.69691193), (0.2486635, 0.34486303), (0.27018514, 0.6538195), (0.74463695, 0.27671587), (0.6485318, 0.6929379), (0.65494114, 0.2747527), (0.46335936, 0.5269661), (0.54400104, 0.51994777), (0.2636724, 0.2518717)], includedObstacleCornersIndices=set([]))§6.0891056
71628§2.7519484§Chromosome(steinerPoints=[(0.27044687, 0.7461109), (0.7423063, 0.69691193), (0.267807, 0.332461), (0.27018514, 0.6538195), (0.74463695, 0.27671587), (0.46256417, 0.43963388), (0.65494114, 0.2747527), (0.46335936, 0.5269661), (0.2636724, 0.2518717), (0.65771294, 0.6977399), (0.46638024, 0.5472677)], includedObstacleCornersIndices=set([]))§6.097344
79200§2.7456884§Chromosome(steinerPoints=[(0.48811907, 0.49522877), (0.6830833, 0.23935983), (0.27862895, 0.65520597), (0.66713035, 0.72024935), (0.684267, 0.33507627), (0.2685315, 0.7592826), (0.32112914, 0.2594914), (0.31739646, 0.33934557), (0.74415445, 0.7213614), (0.4901474, 0.5426861), (0.48979855, 0.45728353)], includedObstacleCornersIndices=set([]))§6.8476157
79216§2.744834§Chromosome(steinerPoints=[(0.48979855, 0.45728353), (0.6830833, 0.23935983), (0.27862895, 0.65520597), (0.66713035, 0.72024935), (0.684267, 0.33507627), (0.2685315, 0.7592826), (0.32112914, 0.2594914), (0.31739646, 0.33934557), (0.74415445, 0.7213614), (0.4901474, 0.5426861), (0.6561072, 0.7193206)], includedObstacleCornersIndices=set([]))§6.849381
79219§2.741799§Chromosome(steinerPoints=[(0.48979855, 0.45728353), (0.6830833, 0.23935983), (0.27862895, 0.65520597), (0.66713035, 0.72024935), (0.684267, 0.33507627), (0.2685315, 0.7592826), (0.32112914, 0.2594914), (0.31739646, 0.33934557), (0.74415445, 0.7213614), (0.4901474, 0.5426861), (0.6561072, 0.7193206), (0.28645897, 0.74678224)], includedObstacleCornersIndices=set([]))§6.8498588
94372§2.7414312§Chromosome(steinerPoints=[(0.6607998, 0.2768467), (0.33740819, 0.6831213), (0.7458866, 0.27130735), (0.25608057, 0.6805233), (0.49748063, 0.5422925), (0.28838626, 0.26557618), (0.67036414, 0.6660279), (0.49761057, 0.4577103), (0.67605853, 0.74053824), (0.29129386, 0.34259364), (0.67182386, 0.6542446)], includedObstacleCornersIndices=set([]))§8.330361
94386§2.7404373§Chromosome(steinerPoints=[(0.6607998, 0.2768467), (0.33740819, 0.6831213), (0.7458866, 0.27130735), (0.25608057, 0.6805233), (0.49748063, 0.5422925), (0.28838626, 0.26557618), (0.67182386, 0.6542446), (0.49761057, 0.4577103), (0.67605853, 0.74053824), (0.29129386, 0.34259364), (0.6806762, 0.66005594)], includedObstacleCornersIndices=set([]))§8.332028
114508§2.7396445§Chromosome(steinerPoints=[(0.2765901, 0.73966515), (0.7393612, 0.7196266), (0.34483644, 0.32423308), (0.2828166, 0.6564493), (0.26018447, 0.31942123), (0.513004, 0.50458765), (0.45767573, 0.5037008), (0.7068687, 0.33246243), (0.70518684, 0.2576185), (0.65541553, 0.72302794), (0.54233676, 0.50407046)], includedObstacleCornersIndices=set([]))§10.440859
128368§2.7391114§Chromosome(steinerPoints=[(0.5444644, 0.5224298), (0.33404627, 0.7473984), (0.33878362, 0.31711838), (0.68998957, 0.65730035), (0.3261379, 0.6585825), (0.45576978, 0.51727724), (0.7424092, 0.29422992), (0.68995416, 0.7481118), (0.256211, 0.31222135), (0.66292846, 0.29290166), (0.32141638, 0.73908424)], includedObstacleCornersIndices=set([]))§11.782598
131326§2.7383466§Chromosome(steinerPoints=[(0.7376424, 0.3088709), (0.48587877, 0.4589439), (0.2831595, 0.34881958), (0.31033093, 0.665049), (0.47922653, 0.544149), (0.31098896, 0.7495298), (0.27312836, 0.25860584), (0.7546345, 0.70383286), (0.65770346, 0.7026996), (0.6575471, 0.30658516), (0.28412655, 0.26512623)], includedObstacleCornersIndices=set([]))§12.075829
131331§2.7374983§Chromosome(steinerPoints=[(0.7376424, 0.3088709), (0.48587877, 0.4589439), (0.2831595, 0.34881958), (0.31033093, 0.665049), (0.47922653, 0.544149), (0.31098896, 0.7495298), (0.28412655, 0.26512623), (0.7546345, 0.70383286), (0.65770346, 0.7026996), (0.6575471, 0.30658516), (0.48784897, 0.5388834)], includedObstacleCornersIndices=set([]))§12.07643
141265§2.7363262§Chromosome(steinerPoints=[(0.65143144, 0.29844347), (0.47818393, 0.5443446), (0.2940061, 0.2575794), (0.7089251, 0.6552727), (0.7449105, 0.29331386), (0.32770747, 0.69406474), (0.29154116, 0.35248888), (0.4822579, 0.46055385), (0.7136728, 0.74307734), (0.3423999, 0.69442), (0.25764522, 0.69544667)], includedObstacleCornersIndices=set([]))§13.067375
280457§2.7363262§Chromosome(steinerPoints=[(0.65143144, 0.29844347), (0.47818393, 0.5443446), (0.2940061, 0.2575794), (0.7089251, 0.6552727), (0.7449105, 0.29331386), (0.32770747, 0.69406474), (0.29154116, 0.35248888), (0.4822579, 0.46055385), (0.7136728, 0.74307734), (0.3423999, 0.69442), (0.25764522, 0.69544667)], includedObstacleCornersIndices=set([]))§27.374142
