98493§3.2508702§Chromosome(steinerPoints=[(0.39988074, 0.2601807), (0.7502357, 0.16449955), (0.55072856, 0.2597264), (0.24977094, 0.120876506), (0.17728713, 0.6046592), (0.65648776, 0.44743282), (0.6527881, 0.5122881), (0.8111919, 0.6002854), (0.8090316, 0.7808393), (0.6877415, 0.13511968), (0.73344016, 0.17118892)], includedObstacleCornersIndices=set([8]))§16.771368
98511§3.250416§Chromosome(steinerPoints=[(0.39988074, 0.2601807), (0.73344016, 0.17118892), (0.55072856, 0.2597264), (0.24977094, 0.120876506), (0.17728713, 0.6046592), (0.65648776, 0.44743282), (0.6527881, 0.5122881), (0.8111919, 0.6002854), (0.8090316, 0.7808393), (0.6877415, 0.13511968)], includedObstacleCornersIndices=set([8]))§16.775032
217665§3.2498167§Chromosome(steinerPoints=[(0.39988074, 0.2601807), (0.73344016, 0.17118892), (0.6877415, 0.13511968), (0.24977094, 0.120876506), (0.17728713, 0.6046592), (0.65648776, 0.44743282), (0.6527881, 0.5122881), (0.8111919, 0.6002854), (0.8090316, 0.7808393), (0.5662335, 0.2772018), (0.56146485, 0.2679428)], includedObstacleCornersIndices=set([8]))§34.44714
249372§3.2490792§Chromosome(steinerPoints=[(0.39988074, 0.2601807), (0.73344016, 0.17118892), (0.6877415, 0.13511968), (0.24977094, 0.120876506), (0.17728713, 0.6046592), (0.56146485, 0.2679428), (0.6527881, 0.5122881), (0.8111919, 0.6002854), (0.8090316, 0.7808393), (0.6455145, 0.4221437)], includedObstacleCornersIndices=set([8]))§38.996445
253890§3.2478285§Chromosome(steinerPoints=[(0.39988074, 0.2601807), (0.73344016, 0.17118892), (0.6877415, 0.13511968), (0.24977094, 0.120876506), (0.17728713, 0.6046592), (0.56146485, 0.2679428), (0.6527881, 0.5122881), (0.6455145, 0.4221437), (0.8249457, 0.61337864), (0.8268527, 0.7918995)], includedObstacleCornersIndices=set([8]))§39.650406
271204§3.2473207§Chromosome(steinerPoints=[(0.39988074, 0.2601807), (0.73344016, 0.17118892), (0.6877415, 0.13511968), (0.24977094, 0.120876506), (0.17728713, 0.6046592), (0.56146485, 0.2679428), (0.8268527, 0.7918995), (0.6455145, 0.4221437), (0.8249457, 0.61337864), (0.63805777, 0.5201523)], includedObstacleCornersIndices=set([8]))§42.042824
272995§3.2466588§Chromosome(steinerPoints=[(0.39988074, 0.2601807), (0.73344016, 0.17118892), (0.6877415, 0.13511968), (0.63805777, 0.5201523), (0.17728713, 0.6046592), (0.56146485, 0.2679428), (0.8268527, 0.7918995), (0.6455145, 0.4221437), (0.8249457, 0.61337864), (0.25977093, 0.11087651)], includedObstacleCornersIndices=set([]))§42.287724
326179§3.2462854§Chromosome(steinerPoints=[(0.25977093, 0.11087651), (0.73344016, 0.17118892), (0.6877415, 0.13511968), (0.63805777, 0.5201523), (0.17728713, 0.6046592), (0.8249457, 0.61337864), (0.8268527, 0.7918995), (0.6455145, 0.4221437), (0.38988075, 0.2701807), (0.55146486, 0.27794278)], includedObstacleCornersIndices=set([]))§47.956753
327549§3.245776§Chromosome(steinerPoints=[(0.25977093, 0.11087651), (0.73344016, 0.17118892), (0.6877415, 0.13511968), (0.63805777, 0.5201523), (0.17728713, 0.6046592), (0.8249457, 0.61337864), (0.8268527, 0.7918995), (0.6455145, 0.4221437), (0.55146486, 0.27794278), (0.39988074, 0.2801807)], includedObstacleCornersIndices=set([]))§48.11914
466741§3.245776§Chromosome(steinerPoints=[(0.25977093, 0.11087651), (0.73344016, 0.17118892), (0.6877415, 0.13511968), (0.63805777, 0.5201523), (0.17728713, 0.6046592), (0.8249457, 0.61337864), (0.8268527, 0.7918995), (0.6455145, 0.4221437), (0.55146486, 0.27794278), (0.39988074, 0.2801807)], includedObstacleCornersIndices=set([]))§63.910896
