generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§640000000§3.621576§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([20, 9, 2, 0, 23, 1, 5, 24, 14]))§670§0.4775877
2§20000004§3.5868614§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 24, 1, 16, 14, 15, 18, 8, 19, 22, 17]))§840§0.48946923
3§3.9162445§3.3695962§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([14, 24, 1, 0, 15, 20]))§1008§0.50184983
6§3.7359033§3.347041§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([15, 14, 23, 1, 24, 20]))§1512§0.54160935
9§3.6019185§3.336832§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([19, 20, 14, 15, 24, 1, 23, 5]))§2020§0.5826017
12§3.5024629§3.3300347§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([15, 23, 5, 1, 14, 20]))§2528§0.6227193
14§3.4478276§3.3273153§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([19, 20, 14, 15, 1, 23, 5]))§2866§0.6491184
32§3.3670776§3.3250012§Chromosome(steinerPoints=[(0.89129144, 0.6253586)], includedObstacleCornersIndices=set([1, 23, 5, 19, 20, 14, 15]))§5942§0.8784789
39§3.3741415§3.3231454§Chromosome(steinerPoints=[(0.60833955, 0.11131579)], includedObstacleCornersIndices=set([14, 19, 5, 23, 1, 15, 20]))§7152§0.97217184
43§3.3700807§3.312607§Chromosome(steinerPoints=[(0.68792236, 0.14359207)], includedObstacleCornersIndices=set([1, 23, 5, 20, 14, 19, 15]))§7850§1.0261995
53§3.3659947§3.310293§Chromosome(steinerPoints=[(0.89129144, 0.6253586), (0.68792236, 0.14359207)], includedObstacleCornersIndices=set([20, 15, 14, 19, 23, 5, 1]))§9591§1.1683621
69§3.358168§3.3077393§Chromosome(steinerPoints=[(0.89129144, 0.6253586), (0.68792236, 0.14359207), (0.95632064, 0.20008291)], includedObstacleCornersIndices=set([20, 14, 19, 23, 5, 1, 15]))§12444§1.4333081
72§20000004§3.3073733§Chromosome(steinerPoints=[(0.89129144, 0.6253586), (0.95632064, 0.20008291), (0.68792236, 0.14359207)], includedObstacleCornersIndices=set([20, 14, 19, 5, 23, 1]))§12974§1.4847217
84§20000004§3.3066478§Chromosome(steinerPoints=[(0.89129144, 0.6253586), (0.68792236, 0.14359207), (0.95632064, 0.20008291), (0.34343928, 0.062375356)], includedObstacleCornersIndices=set([1, 5, 23, 20, 14, 19]))§15134§1.698884
90§40000004§3.3059144§Chromosome(steinerPoints=[(0.89129144, 0.6253586), (0.95632064, 0.20008291), (0.68792236, 0.14359207), (0.8867493, 0.61364436)], includedObstacleCornersIndices=set([20, 1, 23, 5, 14, 19]))§16222§1.8177936
98§20000004§3.305189§Chromosome(steinerPoints=[(0.34343928, 0.062375356), (0.89129144, 0.6253586), (0.95632064, 0.20008291), (0.68792236, 0.14359207), (0.8867493, 0.61364436)], includedObstacleCornersIndices=set([1, 5, 23, 20, 14, 19]))§17701§1.9660022
108§40000004§3.3046045§Chromosome(steinerPoints=[(0.68792236, 0.14359207), (0.34343928, 0.062375356), (0.8867493, 0.61364436), (0.95632064, 0.20008291), (0.67382514, 0.62485397)], includedObstacleCornersIndices=set([14, 19, 23, 5, 20, 15, 1]))§19563§2.1669683
111§60000004§3.3042386§Chromosome(steinerPoints=[(0.8867493, 0.61364436), (0.95632064, 0.20008291), (0.68792236, 0.14359207), (0.34343928, 0.062375356), (0.67382514, 0.62485397)], includedObstacleCornersIndices=set([20, 14, 19, 23, 5, 1]))§20131§2.2328656
145§40000004§3.3016336§Chromosome(steinerPoints=[(0.34343928, 0.062375356), (0.68792236, 0.14359207), (0.67382514, 0.62485397), (0.8867493, 0.61364436), (0.95632064, 0.20008291), (0.1836935, 0.5234785)], includedObstacleCornersIndices=set([5, 23, 1, 19, 14, 20]))§26548§2.9958324
166§100000010§3.3005524§Chromosome(steinerPoints=[(0.34343928, 0.062375356), (0.1836935, 0.5234785), (0.68792236, 0.14359207), (0.67382514, 0.62485397), (0.65299654, 0.66673815), (0.95632064, 0.20008291), (0.8867493, 0.61364436)], includedObstacleCornersIndices=set([5, 23, 1, 14, 19, 20]))§30590§3.4782631
457§100000010§3.2843447§Chromosome(steinerPoints=[(0.65963, 0.12926744), (0.6554749, 0.644494), (0.92781895, 0.21566175), (0.8867493, 0.61364436), (0.88030607, 0.6004), (0.3543718, 0.070276566), (0.1836935, 0.5234785)], includedObstacleCornersIndices=set([20, 14, 19, 5, 23, 1]))§93807§11.897132
565§120000010§3.2840009§Chromosome(steinerPoints=[(0.1836935, 0.5234785), (0.3543718, 0.070276566), (0.65963, 0.12926744), (0.92621106, 0.209581), (0.92781895, 0.21566175), (0.88030607, 0.6004), (0.6482989, 0.6503825)], includedObstacleCornersIndices=set([5, 23, 1, 14, 19, 20]))§118961§15.24624
616§80000010§3.2836363§Chromosome(steinerPoints=[(0.92621106, 0.209581), (0.1814186, 0.5226687), (0.65963, 0.12926744), (0.6482989, 0.6503825), (0.48499238, 0.020406611), (0.3543718, 0.070276566), (0.88030607, 0.6004)], includedObstacleCornersIndices=set([5, 1, 23, 19, 14, 20]))§130802§16.784388
812§20000004§3.2828794§Chromosome(steinerPoints=[(0.8769246, 0.6071642), (0.6482989, 0.6503825), (0.3543718, 0.070276566), (0.48499238, 0.020406611), (0.1814186, 0.5226687), (0.65963, 0.12926744), (0.9430391, 0.19751027)], includedObstacleCornersIndices=set([20, 23, 5, 1, 14, 19]))§176357§22.76547
897§40000004§3.2821798§Chromosome(steinerPoints=[(0.1814186, 0.5226687), (0.3543718, 0.070276566), (0.8769246, 0.6071642), (0.9430391, 0.19751027), (0.6482989, 0.6503825), (0.48499238, 0.020406611), (0.66054875, 0.13432702)], includedObstacleCornersIndices=set([5, 1, 23, 20, 19, 14]))§196120§25.40971
973§20000004§3.2815802§Chromosome(steinerPoints=[(0.1814186, 0.5226687), (0.3543718, 0.070276566), (0.48499238, 0.020406611), (0.6482989, 0.6503825), (0.9430391, 0.19751027), (0.8769246, 0.6071642), (0.64942235, 0.14498745)], includedObstacleCornersIndices=set([5, 23, 1, 19, 14, 20]))§213791§27.67687
1063§3.3140268§3.2812479§Chromosome(steinerPoints=[(0.1814186, 0.5226687), (0.8769246, 0.6071642), (0.9330391, 0.20751028), (0.48467743, 0.023525048), (0.3543718, 0.070276566), (0.6482989, 0.6503825), (0.65034103, 0.14477876), (0.18489856, 0.5270092)], includedObstacleCornersIndices=set([1, 5, 23, 20, 19, 14]))§234703§30.169258
1074§3.3118148§3.2808812§Chromosome(steinerPoints=[(0.9330391, 0.20751028), (0.8769246, 0.6071642), (0.1814186, 0.5226687), (0.65034103, 0.14477876), (0.6465711, 0.64678997), (0.48467743, 0.023525048), (0.3543718, 0.070276566)], includedObstacleCornersIndices=set([20, 14, 19, 5, 1, 23]))§237279§30.474636
1262§3.3104463§3.280364§Chromosome(steinerPoints=[(0.17827643, 0.5216856), (0.8769246, 0.6071642), (0.6465711, 0.64678997), (0.65034103, 0.14477876), (0.9330391, 0.20751028), (0.3543718, 0.070276566), (0.48467743, 0.023525048), (0.18284056, 0.53018904)], includedObstacleCornersIndices=set([1, 5, 23, 20, 14, 19]))§280998§35.703865
1763§3.309482§3.2800667§Chromosome(steinerPoints=[(0.9330391, 0.20751028), (0.8769246, 0.6071642), (0.8265463, 0.6095782), (0.3543718, 0.070276566), (0.18284056, 0.53018904), (0.48467743, 0.023525048), (0.6465711, 0.64678997), (0.65034103, 0.14477876)], includedObstacleCornersIndices=set([20, 23, 5, 1, 19, 14]))§397405§49.545406
